"","Ob","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","Age","Age_new","TotalArea2","BsmtFinSF1_New","Neighborhood_Class","TotalArea2_Transformed","Age_new_Transformed","LotArea_Transformed","BsmtFinSF1_New_Transformed"
"986",986,20,"RL",81,13870,"Pave","No Alley","IR1","HLS","Inside","Gtl","StoneBr","PosA","PosA","1Fam","1Story",10,5,2006,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",250,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1152,"Unf",0,590,1742,"GasA","Ex","Y","SBrkr",2042,0,0,2042,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2007,"Fin",3,724,"TA","TA","Y",240,52,0,0,174,0,"Not Applicable","No Fence","No misc feature",0,10,2007,"New","Partial",408771.7486,1,1,6800,1152,"very high",9.0808651852317,1,9.53748351330888,5.82590126048788
"987",987,60,"RL",58,14067,"Pave","No Alley","Reg","Lvl","FR3","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",194,"TA","TA","PConc","Gd","TA","No","ALQ",504,"Unf",0,332,836,"GasA","Gd","Y","SBrkr",851,858,0,1709,1,0,2,1,3,1,"Gd",7,"Typ",0,"Not Applicable","Attchd",1991,"Fin",2,416,"TA","TA","Y",0,40,0,0,0,0,"Not Applicable","GdPrv","No misc feature",0,9,2008,"WD","Normal",181312.4265,17,17,4864,504,"middle",8.35119051971938,2.57128159065824,9.5515869077577,4.73813722053759
"988",988,20,"RL",80,11040,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1971,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",144,"Gd","Gd","CBlock","TA","TA","No","ALQ",656,"Unf",0,602,1258,"GasA","Ex","Y","SBrkr",1258,0,0,1258,0,1,2,0,3,1,"Gd",5,"Typ",0,"Not Applicable","Attchd",1971,"RFn",2,528,"TA","TA","Y",55,0,0,216,0,0,"Not Applicable","No Fence","No misc feature",0,10,2008,"COD","Abnorml",149090.8948,37,37,4446,656,"middle",8.16568015003518,3.33222185164595,9.30928031983109,5.06087906887049
"989",989,20,"RL",100,17500,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Crawfor","PosA","Norm","1Fam","1Story",7,8,1959,2002,"Gable","CompShg","BrkFace","HdBoard","None",0,"Gd","Gd","PConc","Gd","TA","Av","GLQ",1406,"Unf",0,496,1902,"GasA","TA","Y","SBrkr",1902,0,0,1902,1,0,2,0,3,1,"Ex",7,"Typ",2,"TA","Attchd",1959,"Fin",2,567,"TA","TA","Y",0,207,162,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2010,"WD","Normal",338767.3892,51,51,6273,1406,"high",8.89956587113464,3.70842976926619,9.76995615991161,6.12345217328472
"990",990,120,"FV",37,3316,"Pave","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",8,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1039,"Unf",0,208,1247,"GasA","Ex","Y","SBrkr",1247,0,0,1247,1,0,1,1,1,1,"Gd",4,"Typ",1,"Gd","Attchd",2005,"Fin",2,550,"TA","TA","Y",0,84,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,4,2006,"WD","Normal",201030.1457,1,1,4291,1039,"high",8.09356070840574,1,8.10651451625519,5.67745743467729
"991",991,20,"RL",88,10738,"Pave","No Alley","IR1","Lvl","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1966,1966,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",792,"Unf",0,301,1093,"GasA","Gd","Y","SBrkr",1093,0,0,1093,1,0,2,0,3,1,"TA",6,"Typ",1,"Fa","Attchd",1966,"RFn",2,484,"TA","TA","Y",224,0,0,0,0,0,"Not Applicable","MnPrv","Shed",400,11,2007,"WD","Normal",160405.4292,41,41,3763,792,"middle",7.83219613469045,3.44821724038273,9.28154413098251,5.30495000531961
"992",992,90,"RL",70,8393,"Pave","No Alley","Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1959,2005,"Gable","CompShg","MetalSd","MetalSd","BrkFace",122,"TA","TA","CBlock","TA","TA","No","LwQ",528,"Unf",0,1098,1626,"GasA","Ex","Y","SBrkr",1712,0,0,1712,0,0,2,0,4,2,"TA",8,"Typ",0,"Not Applicable","Attchd",2005,"Fin",2,588,"TA","TA","Y",272,54,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2006,"WD","Family",149083.4533,47,47,5760,528,"middle",8.71175434938572,3.60882608013869,9.03515330408283,4.79356345385686
"993",993,20,"RM",65,9750,"Pave","No Alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","MetalSd","MetalSd","BrkFace",164,"TA","TA","CBlock","TA","TA","No","Rec",200,"Unf",0,784,984,"GasA","Gd","Y","SBrkr",984,0,0,984,1,0,1,0,2,1,"Fa",5,"Typ",0,"Not Applicable","Detchd",1959,"Unf",1,308,"TA","TA","N",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2008,"WD","Normal",121546.5108,49,49,3424,200,"low",7.64950686994339,3.65930571002297,9.18502256399189,3.76060309308639
"994",994,20,"RL",109,8724,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1968,1968,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",492,"Unf",0,402,894,"GasA","Gd","Y","SBrkr",894,0,0,894,0,0,1,0,3,1,"TA",5,"Typ",1,"Po","Attchd",1968,"Fin",2,450,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2007,"WD","Normal",132995.4228,39,39,3132,492,"low",7.48092737022175,3.39121144301417,9.07383312732152,4.70967865281898
"995",995,50,"RM",90,33120,"Pave","No Alley","IR3","Lvl","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","1.5Fin",6,5,1962,1962,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1595,1595,"GasA","TA","Y","SBrkr",1611,875,0,2486,0,0,2,0,5,1,"TA",8,"Typ",1,"Gd","Detchd",1962,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,10,2006,"WD","Normal",232933.5872,44,44,7143,1,"low",9.1932731180402,3.53034833532606,10.4078926084992,1
"996",996,60,"RL",41,12460,"Pave","No Alley","IR1","Lvl","FR2","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",870,"Unf",0,167,1037,"GasA","Ex","Y","SBrkr",1037,1285,0,2322,0,0,2,1,4,1,"TA",8,"Typ",1,"TA","BuiltIn",1999,"Fin",2,400,"TA","TA","Y",144,44,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2008,"WD","Normal",268351.2988,9,9,6081,870,"middle",8.83067193703444,2.0800838230519,9.43027879234144,5.43100012958067
"997",997,20,"RL",108,11358,"Pave","No Alley","IR1","Lvl","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,7,1972,1987,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",346,"Unf",0,778,1124,"GasA","TA","Y","SBrkr",1610,0,0,1610,0,0,2,0,3,1,"Gd",8,"Typ",1,"TA","Attchd",1972,"RFn",2,515,"TA","TA","Y",202,0,0,0,256,0,"Not Applicable","No Fence","No misc feature",0,5,2007,"WD","Normal",192195.1741,35,35,4859,346,"middle",8.34904351835429,3.27106631018859,9.33767762043738,4.31289638615841
"998",998,190,"RL",75,11625,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","2fmCon","1Story",5,4,1965,1965,"Hip","CompShg","Plywood","HdBoard","None",0,"TA","TA","PConc","TA","TA","Mn","BLQ",841,"Unf",0,198,1039,"GasA","Ex","Y","SBrkr",1039,0,0,1039,1,0,1,1,3,1,"TA",6,"Typ",0,"Not Applicable","Attchd",1965,"Unf",2,504,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,4,2010,"WD","Normal",135618.9143,45,45,3621,841,"low",7.75723826714905,3.55689330449006,9.36091323045556,5.3851648071345
"999",999,50,"RL",65,6001,"Pave","No Alley","IR1","Bnk","Inside","Mod","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,1940,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","TA","No","LwQ",368,"Unf",0,232,600,"GasA","Ex","N","SBrkr",600,319,0,919,0,0,1,0,3,1,"TA",5,"Typ",0,"Not Applicable","Detchd",1940,"Unf",1,231,"TA","TA","Y",0,0,45,0,0,0,"Not Applicable","MnPrv","No misc feature",0,3,2010,"WD","Normal",111931.1178,70,70,2669,368,"low",7.18765367921674,4.12128529980856,8.69968140098951,4.37987740618968
"1000",1000,50,"RM",60,10440,"Pave","Grvl","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"Gd","Gd","BrkTil","Gd","TA","No","LwQ",493,"Unf",0,1017,1510,"GasW","Ex","Y","SBrkr",1584,1208,0,2792,0,0,2,0,5,1,"TA",8,"Mod",2,"TA","Detchd",1920,"Unf",2,520,"Fa","TA","Y",0,547,0,0,480,0,"Not Applicable","MnPrv","Shed",1150,6,2008,"WD","Normal",260157.1368,88,88,7614,493,"low",9.34121177543331,4.44796018113863,9.25339986143663,4.71206996034381
"1001",1001,20,"RL",120,9286,"Pave","No Alley","IR1","Lvl","CulDSac","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,7,1977,1989,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","Gd","Av","ALQ",196,"Unf",0,1072,1268,"GasA","TA","Y","SBrkr",1268,0,0,1268,0,0,1,1,3,1,"Gd",5,"Typ",0,"Not Applicable","Detchd",1978,"Unf",1,252,"TA","TA","Y",173,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,10,2009,"WD","Normal",147472.0898,32,32,4056,196,"high",7.98039681421686,3.1748021039364,9.13626316857987,3.74165738677394
"1002",1002,160,"RM",24,1488,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Blueste","Norm","Norm","TwnhsE","2Story",6,6,1980,1992,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Gd","TA","Mn","ALQ",471,"Unf",0,90,561,"GasA","TA","Y","SBrkr",561,668,0,1229,1,0,1,1,2,1,"Gd",5,"Typ",1,"TA","Attchd",1980,"Fin",2,462,"TA","TA","Y",176,0,0,0,0,0,"Not Applicable","GdPrv","No misc feature",0,10,2009,"WD","Normal",148110.3063,29,29,3481,471,"middle",7.68114574786861,3.07231682568585,7.30518821539304,4.65859790218159
"1003",1003,20,"RL",61,33983,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,6,1977,1994,"Gable","CompShg","Plywood","Plywood","None",0,"TA","Fa","PConc","TA","TA","Mn","ALQ",1112,"Unf",0,48,1160,"GasA","TA","Y","SBrkr",1676,0,0,1676,1,0,1,1,3,1,"Gd",6,"Mod",2,"TA","Attchd",1977,"RFn",2,672,"TA","TA","P",690,90,0,0,0,0,"Not Applicable","GdPrv","No misc feature",0,5,2007,"WD","Normal",191055.4305,30,30,5184,1112,"middle",8.48528137423857,3.10723250595386,10.4336156785566,5.77465704618604
"1004",1004,20,"RL",54,8685,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",846,"Unf",0,579,1425,"GasA","Ex","Y","SBrkr",1425,0,0,1425,1,0,2,0,3,1,"TA",5,"Typ",0,"Not Applicable","Attchd",1998,"RFn",2,591,"TA","TA","Y",0,130,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2006,"WD","Normal",218432.3492,8,8,4866,846,"high",8.35204885680042,2,9.0693526786752,5.39315113310372
"1005",1005,20,"RM",49,5820,"Pave","No Alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,8,1955,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",256,"Unf",0,906,1162,"GasA","Ex","Y","SBrkr",1163,0,0,1163,1,0,1,0,3,1,"TA",6,"Typ",0,"Not Applicable","Attchd",1955,"Unf",1,220,"Fa","TA","Y",142,98,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2006,"WD","Normal",130151.1628,51,51,3708,256,"low",7.8034190833604,3.70842976926619,8.66905554072548,4
"1006",1006,20,"RL",105,11751,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",480,"TA","TA","CBlock","Gd","TA","No","BLQ",705,"Unf",0,1139,1844,"GasA","Ex","Y","SBrkr",1844,0,0,1844,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1977,"RFn",2,546,"TA","TA","Y",0,122,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,1,2010,"COD","Normal",193961.8704,33,33,6558,705,"middle",8.99897101696141,3.20753432999583,9.37169362233394,5.15284737739277
"1007",1007,50,"RL",79,9490,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,7,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",403,"Rec",165,238,806,"GasA","TA","Y","FuseA",958,620,0,1578,1,0,1,0,3,1,"Fa",5,"Typ",2,"TA","Attchd",1941,"Unf",1,240,"TA","TA","Y",0,0,32,0,0,0,"Not Applicable","MnPrv","No misc feature",0,8,2006,"WD","Normal",137138.0697,65,65,4202,403,"middle",8.05126297437659,4.02072575858906,9.15799389160397,4.48049772903466
"1008",1008,50,"RL",75,9260,"Pave","Grvl","IR1","HLS","Inside","Gtl","Crawfor","Feedr","Norm","1Fam","1.5Fin",5,4,1938,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,884,884,"GasA","TA","Y","FuseF",932,442,0,1374,0,0,1,0,3,1,"TA",6,"Typ",0,"Not Applicable","Detchd",1938,"Unf",1,225,"TA","TA","Y",64,0,0,0,100,0,"Not Applicable","No Fence","No misc feature",0,3,2008,"WD","Normal",117390.8594,70,70,3857,1,"high",7.8806567125397,4.12128529980856,9.13345932764022,1
"1009",1009,20,"RL",69,14850,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",895,"Unf",0,197,1092,"GasA","TA","Y","FuseA",1092,0,0,1092,1,0,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd",1957,"Fin",1,299,"TA","TA","Y",268,0,0,0,122,0,"Not Applicable","MnWw","No misc feature",0,5,2006,"WD","Normal",144879.5322,49,49,3575,895,"middle",7.73248367056194,3.65930571002297,9.60575514423085,5.46960241729718
"1010",1010,60,"RL",122,11911,"Pave","No Alley","IR2","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,684,684,"GasA","Ex","Y","SBrkr",684,876,0,1560,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","BuiltIn",2005,"Fin",2,400,"TA","TA","Y",100,38,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,3,2009,"WD","Normal",177997.8069,4,4,4204,1,"middle",8.052220830913,1.5874010519682,9.3852176218809,1
"1011",1011,20,"RL",63,13072,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",941,"Unf",0,217,1158,"GasA","Ex","Y","SBrkr",1158,0,0,1158,1,0,1,1,3,1,"Gd",5,"Typ",0,"Not Applicable","Detchd",2006,"Unf",2,576,"TA","TA","Y",0,50,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2006,"New","Partial",161972.6262,2,2,4050,941,"middle",7.97744384541748,1.25992104989487,9.47822781709978,5.53856689951073
"1012",1012,20,"RL",81,8339,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,1959,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Slab","Fa","TA","No","Unf",0,"Unf",0,0,0,"GasA","TA","Y","SBrkr",882,0,0,882,0,0,1,0,3,1,"TA",5,"Typ",0,"Not Applicable","Attchd",1959,"RFn",1,294,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","MnPrv","Shed",1200,7,2007,"WD","Normal",110437.5705,48,48,2058,1,"middle",6.73536820737033,3.63424118566428,9.02869858408699,1
"1013",1013,60,"RL",73,10304,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","NWAmes","PosN","Norm","1Fam","2Story",5,7,1976,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",44,"TA","Gd","CBlock","TA","TA","No","ALQ",381,"Unf",0,399,780,"GasA","Ex","Y","SBrkr",1088,780,0,1868,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1976,"Unf",2,484,"TA","TA","Y",448,96,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,10,2009,"WD","Normal",201445.1648,33,33,5044,381,"middle",8.4274031360947,3.20753432999583,9.24028744834414,4.41805628030508
"1014",1014,60,"FV",85,11003,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",10,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",160,"Ex","TA","PConc","Ex","TA","Av","GLQ",765,"Unf",0,252,1017,"GasA","Ex","Y","SBrkr",1026,981,0,2007,1,0,2,1,3,1,"Ex",10,"Typ",1,"Ex","Attchd",2008,"Fin",3,812,"TA","TA","Y",168,52,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,4,2009,"WD","Normal",314203.1709,1,1,6003,765,"high",8.80221730138888,1,9.30592324186991,5.2591475898551
"1015",1015,50,"RM",50,6125,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1939,1998,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",306,"Unf",0,422,728,"GasA","Ex","Y","SBrkr",728,546,0,1274,0,0,2,0,3,1,"TA",6,"Typ",0,"Not Applicable","Detchd",1939,"Unf",1,224,"Fa","TA","Y",0,0,192,0,0,0,"Not Applicable","No Fence","No misc feature",0,3,2007,"CWD","Normal",117829.9738,68,68,3500,306,"low",7.69160567313459,4.08165510191735,8.72013403541293,4.18244613647754
"1016",1016,30,"RM",61,8534,"Pave","No Alley","Reg","Low","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,4,1925,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,432,432,"GasA","TA","N","FuseA",672,0,0,672,0,0,1,0,2,1,"TA",4,"Min1",0,"Not Applicable","Not Applicable",1920,"Not Applicable",0,0,"Not Applicable","Not Applicable","N",0,0,112,0,0,0,"Not Applicable","GdWo","No misc feature",0,6,2006,"WD","Normal",63861.45687,81,81,1776,1,"low",6.49173436081691,4.32674871092222,9.05181346374795,1
"1017",1017,60,"RL",91,10010,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1993,1994,"Hip","WdShake","VinylSd","VinylSd","BrkFace",320,"Gd","TA","PConc","Gd","TA","Av","BLQ",228,"GLQ",852,0,1080,"GasA","Ex","Y","SBrkr",1108,1089,0,2197,1,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",1993,"Fin",3,783,"TA","TA","Y",385,99,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2008,"WD","Normal",247236.4878,15,15,6577,228,"very high",9.00548195777225,2.46621207433047,9.21133987230927,3.88582923846912
"1018",1018,60,"RL",100,13000,"Pave","No Alley","Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","VinylSd","VinylSd","BrkFace",576,"TA","Gd","CBlock","Gd","TA","No","Rec",448,"Unf",0,448,896,"GasA","TA","Y","SBrkr",1182,960,0,2142,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","Attchd",1968,"Fin",1,509,"TA","TA","Y",0,72,0,0,252,0,"Not Applicable","No Fence","No misc feature",0,6,2009,"WD","Normal",197456.6343,41,41,6265,448,"middle",8.89672709378115,3.44821724038273,9.47270463644367,4.60065326758241
"1019",1019,120,"FV",51,3830,"Pave","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",6,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",280,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1726,1726,"GasA","Ex","Y","SBrkr",1726,0,0,1726,0,0,2,1,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2008,"Fin",2,561,"TA","TA","Y",0,254,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,1,2009,"New","Partial",202754.6782,1,1,6019,1,"high",8.8080766604671,1,8.25062008217469,1
"1020",1020,60,"RL",70,8400,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",8,6,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",643,"Unf",0,167,810,"GasA","Ex","Y","SBrkr",810,855,0,1665,1,0,2,1,3,1,"Gd",6,"Typ",0,"Not Applicable","Attchd",2001,"Fin",2,528,"TA","TA","Y",0,45,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,11,2009,"WD","Normal",231065.9841,8,8,4668,643,"middle",8.26575848970649,2,9.0359869848314,5.03561760524088
"1021",1021,30,"RL",64,8574,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,8,1916,2000,"Gable","CompShg","Stucco","Stucco","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","Ex","Y","SBrkr",1232,0,0,1232,0,0,1,0,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1916,"Unf",2,440,"TA","TA","Y",0,0,180,0,0,0,"Not Applicable","No Fence","No misc feature",0,10,2009,"WD","Normal",122931.4283,93,93,3720,1,"high",7.80972488170407,4.53065489608349,9.05648964715792,1
"1022",1022,70,"RM",60,6600,"Pave","No Alley","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,4,1892,1965,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Stone","TA","TA","No","Unf",0,"Unf",0,994,994,"GasA","TA","N","SBrkr",1378,994,0,2372,0,0,2,0,4,2,"TA",11,"Min2",0,"Not Applicable","Attchd",1985,"RFn",1,432,"TA","TA","Y",0,287,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,12,2009,"WD","Normal",111438.8244,117,117,6170,1,"low",8.86280697897804,4.89097324650875,8.79482492801452,1
"1023",1023,70,"RM",62,9856,"Pave","Grvl","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,8,1900,2005,"Hip","CompShg","CemntBd","CmentBd","None",0,"Gd","Gd","PConc","Fa","TA","No","Unf",0,"Unf",0,716,716,"GasA","Ex","Y","FuseA",1007,1007,0,2014,0,0,2,0,5,1,"TA",8,"Typ",0,"Not Applicable","Detchd",1900,"Unf",2,624,"TA","TA","Y",0,72,167,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2006,"WD","Normal",152623.6075,106,106,5368,1,"low",8.55959323426393,4.73262349116337,9.1958356857733,1
"1024",1024,20,"RL",63,12537,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1971,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",734,"Unf",0,344,1078,"GasA","Ex","Y","SBrkr",1078,0,0,1078,1,0,1,1,3,1,"TA",6,"Typ",1,"Fa","Attchd",1971,"Fin",2,500,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,4,2010,"WD","Normal",153875.4597,39,39,3734,734,"middle",7.81706239387973,3.39121144301417,9.43643955111603,5.20503932437481
"1025",1025,20,"RL",58,7250,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",6,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",45,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1181,1181,"GasA","Ex","Y","SBrkr",1190,0,0,1190,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",1993,"Unf",2,430,"TA","TA","Y",0,21,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,11,2009,"WD","Normal",156236.228,16,16,4036,1,"middle",7.97054080330026,2.51984209978975,8.88875674784872,1
